Time,Nome,Usuario,Texto,Data,topicos,Stop words
Botafogo,Carlos Henrique Ribeiro,@h41082274,"kkkkkkkkkk só não são quarta força rio hoje porque textor fodeu botafogo kkkkkk baixa bolinha templário, vivendo 98 até hoje.",2026-03-19 18:59:23,,"a, do, o, o, a, tá, de"
Flamengo,fudido da desgraca,@guilhermpz,quem abriu as cobranças flamengo mundial la cruz cara kkkk nunca nunca vai regra,2026-03-19 18:59:23,,"do, no, foi, o, de, foi, e, ser"
São Paulo,Lucas,@Skye822,"tomei quando fui pra minas, mas bem difícil achar aq são paulo muito gostoso, aliás",2026-03-19 18:59:23,,"eu, é, de, em"
Fluminense,Fluco,@flucomic,vamos querer movimentar as massas fazer mestre cartola nosso novo mascote???,2026-03-19 18:59:23,,"e, do"
Flamengo,Fefeˢᶜⁱ,@048_fefe,"verdade, as maiorias paternidades futebol brasileiro atualmente são: -inter pai grêmio -flamengo pai palmeiras",2026-03-19 18:59:23,,"na, do, do, do"
Grêmio,Alan,@AlanLavall,então deve inter ganhou mais grêmio mesmo mesmo ficando atrás tabela ano passado,2026-03-19 18:59:23,,"ser, por, isso, que, o, que, o, na"
São Paulo,Gabriel,@OGabriel_spfc94,"olha só ousadia são paulo, como ousam falar arbitragem? só porque foram roubados nesse jogo inúmeras vezes, absurdo. vai tomar seu cu fdp",2026-03-19 18:59:23,,"que, do, em, de, que, no"
Flamengo,𝕵𝕺𝕺𝕺𝕺𝕵,@jooooj758461,flamengo tornou novo fluminense esquerda performática brasileira.,2026-03-19 18:59:23,,"o, se, o, da"
Botafogo,Anibal Moreno me salvo la vida,@tobyy24_,"river, millonarios, montevideo, botafogo",2026-03-19 18:59:23,,
Flamengo,daviᶜʳᶠ,@drxjz7,flamengo sendo preguiçoso contra remo maneiro.,2026-03-19 18:59:23,,o
Palmeiras,Williams,@Williyamsmart,"lapada tia leila! ""esses homens são muito presidente palmeiras não só rebateu diretor são paulo, como deu aula como alugar triplex cabeça rival perder estilo. clima pro próximo choque-rei acabou subir 100 graus!",2026-03-19 18:59:23,,"a, da, a, do, o, do, uma, de, um, na, do, sem, o, o, de"
Flamengo,biazoka,@biabsb_25,flamengo veio fim resenha hojd,2026-03-19 18:59:23,,"a, da"
Grêmio,Giacumuzzi,@O_Giacumuzzi,"trouxe minha sogra primeira vez jogo grêmio, me perguntou porque aquele jogador errava todas! era pavon",2026-03-19 18:59:23,,"a, no, do, ela, o"
Santos,ma,@marokadbr,não adianta neymar lançar vídeo youtube “super vida difícil dele” quando chega jogo santos não consegue andar linha reta kkkkkk cara não cansa fanfarrão!,2026-03-19 18:59:23,,"o, no, da, em, do, em, essa, de, ser, um"
Flamengo,pandora,@isadorarodrigss,faz raiva não flamengo,2026-03-19 18:59:23,,
Cruzeiro,sol,@blaugcabj,tocaba cruzeiro,2026-03-19 18:59:23,,nos
Santos,Victor Gonçalves,@victorgpereira8,"morreu pelé mesmo. contratar cuca, como morte ente querido. até eu, não torço pro santos, sinto raiva.",2026-03-19 18:58:23,,"o, com, o, o, é, a, de, um, que"
São Paulo,Uchinanchu (うちなーんちゅ),@3lemento_115,kkkkkkk são paulo me deixa assim também,2026-03-19 18:58:23,,o
Internacional,Carina,@moxzinlizers,dito 2x1 pro internacional.,2026-03-19 18:58:23,,isso
Vasco,bolsofla,@Alv23615Cd,verdade flu nasceu lá puta vasco,2026-03-19 18:58:23,,"a, é, que, o, ser, do"
Palmeiras,Twit Palmeiras,@twitpalmeiras,"leila pereira sobre reunião entre os clubes/cbf: ❝a presidente leila bom coração quer lutar pelo bem futebol brasileiro, claro, palmeiras sempre vencedor disputando títulos, mas buscando evolução futebol como todo, porque todos ganham. houve",2026-03-19 18:58:23,,"tem, um, e, do, com, o, e, a, do, um, uma"
Grêmio,Jaderson Suarez,@Jaderson_Suarez,"time grêmio bem medíocre, sorte vitória muito ruim. sobre nosso técnico, quero parafrasear filósofo , luis castro jair picerni passaporte europeu.",2026-03-19 18:58:23,,"o, do, é, a, que, o, é, o, é, um, com"
Internacional,Edvaldo RReis,@edvaldorreis,"agora : lula moraes ganhando projeção internacional, não jeito gostariam claro!",2026-03-26 19:05:28,,"e, do, que, eles"
Botafogo,#FORAPARDAVEL,@RafaelCoimbraDo,"nem botafogo rendendo , imagina seleção",2026-03-26 19:05:27,,"em, ta, na"
Santos,Careca,@zezin777777,vcs vivem mundo? neymar não consegue jogar santos porra,2026-03-26 19:05:27,,"em, que, o, no"
Santos,junin ᶜʳᶠ,@juninwyz,"sabe pior seleção perder, não nem perder si mas ver pessoal pedindo cara não joga santos, inacreditavel, mais 2 meses dessa ladainha pqp",2026-03-26 19:05:26,,"o, da, é, em, o, o, que, no"
Vasco,may jurídica do ville valo,@Diam0ndHeartt,consegui sentir mais dor assistindo brasil x frança q meu time perdendo virada contra vasco,2026-03-26 19:05:23,,"do, de, o"
Palmeiras,duduxu,@duduxurl,todo mundo sabe só não verde causa palmeiras,2026-03-26 19:05:23,,"que, tem, por, do"
Botafogo,ryan roba cena,@ryann_preto,vai pro botafogo rapa,2026-03-26 19:05:21,,
São Paulo,Epif'S 7,@EpifS_,"excl | são paulo terá repetir votação balanço 2025, reprovou as contas gestão casares. tafner, gerencia sistema online votos, realizou votação fechada, enquanto deveria aberta. nova votação vai 19h hoje às 22h amanhã.",2026-03-26 19:05:21,,"o, que, a, do, de, que, da, que, o, de, a, ser, das, de, de"
Santos,Jefferson bandeira,@Jeffersonb84803,vinícius jr: mas 1 jogo ruim seleção brasileira ( tudo normal) douglas santos: pior campo mim fora copa luiz henrique:o melhor campo está copa mundo. bremmer: ótimo jogo. briga até titular copa mundo ancelotti: merece criticado,2026-03-26 19:05:11,,"na, o, em, para, tá, da, em, na, do, para, ser, na, do, ser"
Palmeiras,gustavo,@quemdl,danilo palmeiras nunca mais pode vestir camisa brasil,2026-03-26 19:05:11,,"esse, do, a, do"
Santos,lucas,@lucashthiele,"sinceramente, me falar neymar vai vim pra seleção exato mesmo santos, vini vira banco hora muito mal hoje",2026-03-26 19:05:10,,"se, tu, que, o, que, é, o, que, o, do, o, na"
Santos,Felipe TETR4 DA LIBERTADORES 811922,@Felipe265463,até ayrton lucas melhor douglas santos,2026-03-26 19:05:09,,"o, é, que"
Santos,Jônatas de Carvalho,@JoDCarvalho,passo raiva santos agora l brasil,2026-03-26 19:05:09,,"com, o, e, com"
Grêmio,Jv,@jotave_07,"vini júnior seleção jp galvão grêmio, pqp",2026-03-26 19:05:09,,"na, é, o, no"
Vasco,Baeta,@daniel_baeta,"brenner reserva vasco titular seleção brasileira, como explica?",2026-03-26 19:05:09,,"no, na, que"
Santos,.,@_pcvc,"""mal"" salvando santos, pq sozinho msm faz nada",2026-03-26 19:05:08,,"tá, o"
Grêmio,gw,@miranhaslo,vinicius jr. 10 seleção mesmo pavon 7 grêmio,2026-03-26 19:05:02,,"com, a, da, é, o, que, o, com, a, do"
Santos,montanhista,@homempalmeiras,vini jr joao pedro douglas santos forca!,2026-03-26 19:05:02,,e
Santos,FlaTóxico,@FlaToxicoRN,endrick precisa testado como 9 douglas santos condições! precisamos matheus cunha não sabe oq campo. luiz henrique titular raphinha ou estevão meio! vini precisa entregar mais. não mesmo jogador,2026-03-26 19:05:02,,"ser, sem, de, uma, é, em, no, é, o, na"
Vasco,FLU-VERDADE,@VerdadeFlu,"quem falou vasco? pelo jeito, vc acompanha bastante pro aqui, né? muito",2026-03-26 19:05:01,,"em, tá"
Vasco,7th year: erico,@bgyuceta,vasco ja ganhou seleçao virada,2026-03-26 19:05:01,,"o, da, de"
Flamengo,Karina,@_kaacosta,torcida flamengo peso,2026-03-26 19:05:00,,"do, em"
Santos,zuzuya bolas de aço ॐ,@zuyamaldito,pprt pq todo mundo relacionado ao pagão santos tão retardado,2026-03-26 19:05:00,,é
Flamengo,Baraldi,@Baraldi_58th,"copa vini vai ai vai carreira dele, vai passar vexame, vai manchar camisa 10 seleção (coisa q já faz) vai pra arábia esconder, aí fim carreira quando não aguentar mais correr, volta pro flamengo",2026-03-26 19:04:58,,"na, o, ser, isso, e, ser, da, um, a, da, ele, e, se, no, da"
Corinthians,henriquefvv,@henriquefvvusa,"corinthians precisando ponta, quem vc preferem: vinícius júnior camisa seleção ou gustavo mosquito luta contra rebaixamento?",2026-03-26 19:04:58,,"de, um, com, a, da, em, o"
Vasco,soter ✠,@sotesao44,sou assim vasco morro medo nunca mais ganha nada quero eh brasil foda,2026-03-26 19:04:57,,"eu, com, o, de, de, do, que, o, se"
Vasco,Cadu,@caduorleans,rico 3 bilhões dividas atrasa salário kkkk agora me mostra onde vasck fez 300 milhões 2025 ja nem vasco divulgou balanço kkkk,2026-03-26 19:04:57,,"o, com, de, que, o, em, que, o, o"
Flamengo,Fabiano Artiles,@ArtilesFabiano,luiz henrique não titular desse arremedo time. kkkkkkkkkkkkk kkkkkkkkkkkkk kkkkkkkkkkkkk kkkkkkkkkkkkk kkkkkkkkkkkkk kkkkkkkkkkkkk motivo: não jogou flamengo. bizarro virou seleção brasileira.,2026-03-26 19:04:56,,"é, de, no, o, que, a"
Internacional,animecangacofm,@animecangacofm,"perdida smartphone! 'labyrinth', novo filme shoji kawamori, ganha trailer internacional visual luxo! …",2026-03-26 19:04:56,"LabyrinthAnime, ShojiKawamori, MeikyuNoShiori, AtarashiiGakko, StudioSanzigen, Anime2026, MacrossCreator, AnimeCangacoFM","no, o, de, e, de"
Cruzeiro,Arthuzin,@arthurgpinto,"vini jr. seleção seria reserva wanderson cruzeiro, bizarro",2026-03-26 19:04:55,,"o, da, do, no"
Vasco,teshugo,@oteshugobr,“vcs” cara torce pro vasco kkkkkkkk,2026-03-26 19:04:50,,o
Flamengo,Leafar,@Leafar2077,"regra simples, cria ou joga flamengo? não vai pra seleção. as piores atuações já vi foram dessas peças",2026-03-26 19:04:50,,"a, é, é, no, que"
Vasco,Felipe,@Feijon3s,vasco jogaria melhor contra frança catado seleção,2026-03-26 19:04:50,,"o, a, do, que, esse, da"
Botafogo,Dr. Flacker,@DrFlacker,nível bizarrice: meio campo jogador botafogo jogador time aleatório turquia. como pode coisa dessas?!,2026-03-26 19:04:49,,"o, da, o, com, um, do, e, um, de, um, da, que, uma"
Santos,eliefi,@hrhujsywb,vendo vinícius junior jogar melhor convocar aquela baleia joga santos,2026-03-26 19:04:48,,"o, é, que, no"
Santos,Henrique Cunha,@hcunha09,"problema brasil estrutural montagem time. tirou andrey santos casemiro time mudou completamente entrada dois jogadores mais físicos minha opinião melhores. fica desejar ataque, ataque brasil horrível vinicius jr. ameba",2026-03-26 19:04:48,,"do, é, na, do, e, e, o, na, de, e, na, o, que, a, é, o, o, do, é, e, uma"
Santos,𝐬𝐮𝐧⁴⁴ || vai ver o zayn,@sooyabdz,não resolve os problemas santos quem dirá seleção,2026-03-26 19:04:48,,"do, da"
Santos,leo grabovski,@leograbovski,vinicius jr não seria titular santos futebol clube,2026-03-26 19:04:47,,no
Botafogo,mistério do planeta,@hegz21_,parece botafogo fanático,2026-03-26 19:04:46,,"que, ele, é"
Flamengo,Matheus Enderson,@MEnderson27,joga flamengo. mal vão dar repercussão pra falha dele.,2026-03-26 19:04:46,,no
São Paulo,Brasil no Centro,@BRnoCentro,eduardo leite entrou vez jogo presidencial. governador rio grande sul são paulo reunir gilberto kassab tentar viabilizar sua candidatura pelo psd 2026. movimento acontece após desistência ratinho júnior abre disputa interna,2026-03-26 19:04:45,,"de, no, o, do, do, foi, a, para, se, com, e, em, o, a, de, e, uma"
Santos,dezirrefc,@dezidezi_,neymar silva santos junior. nao irei elaborar muito.,2026-03-26 19:04:44,,"da, e"
Grêmio,Renan,@Renankite,brasil não laterais kkk parece grêmio,2026-03-26 19:04:38,,"tem, o"
Flamengo,mateus,@OakMateus,caralho saudade meu flamengo,2026-03-26 19:04:37,,"que, do"
Flamengo,yazzᶜʳᶠ,@yazzksj,ainda bem minha seleção clube regatas flamengo,2026-03-26 19:04:36,BRAxFRA,"que, é, o, de, do"
Santos,mariana,@marigotcinema,pior parte culeção perder saber algum puteiro santos pé cana baixada feliz,2026-03-26 19:04:35,,"a, da, é, que, em, de, o, de, da, tá"
Santos,Ricardo S. S.,@RicardoScarpine,"entre vini jr seleção neymar hj santos, prefiro neymar hj perna",2026-03-26 19:04:35,,"da, e, o, de, do, eu, o, de, sem, uma"
Vasco,mark pendragon,@PendragonMark,vsfd!!! maior seleção história apequenou!!! tornou vasco gama seleções!,2026-03-26 19:04:35,,"a, da, se, se, o, da, das"
Vasco,Kuroda,@lumosznox,"so bagre brasil meu deus quero ver andrés gomes, quero ver cuiabano quero ver vasco jogar não futebol pífio",2026-03-26 19:04:33,,"tem, no, eu, o, o, esse"
Flamengo,mary.,@maary202316,podia jogo flamengo,2026-03-26 19:04:33,,"ser, um, do"
Internacional,Luís Galrão,@LGalrao,"pelos vistos redação também ainda não sabe verificar vídeos plagiados embuste analista internacional ontem, enquanto este pseudo",2026-03-26 19:04:33,"informaçãoexata, pósverdade, desinformação","a, do, das, o, do, é, de, da, é, de"
Santos,cahê,@matheuscahe,melhores campo: luiz henrique danilo santos,2026-03-26 19:04:33,,"em, e"
Santos,_guguets,@_guguets,futebol vini seleção me lembra lucas braga época santos,2026-03-26 19:04:33,,"o, do, na, o, na, do"
São Paulo,LEO GATTONI,@LEOGATTONI,fico impressionado como são paulo possível retirar ingressos gratuitos pelo app sympla. já belo horizonte praticamente impossível! mas quando você chega local os cambistas vendendo os ingressos retirados gratuitamente. preciso acabar isso!,2026-03-26 19:04:33,,"em, é, em, é, no, tem, é, com"
Santos,caue,@quiuezin,vini jr me deu raiva q nem guilherme amado dava santos. cara desastroso puta q pariu,2026-03-26 19:04:33,,"esse, o, no"
Santos,patrick,@pk_nandes,"leo pereira, douglas santos vinicius júnior, 3 jogadores não merecem convocação",2026-03-26 19:04:33,,"e, que, a"
Santos,R9,@AlanTuffi,cuiabano melhor douglas santos,2026-03-26 19:04:33,,"é, que, esse"
Fluminense,Erica Manu ✠,@EricaEmanuelly,fluminense times menos levou gol brasileiro quando tava lá fora q tbm ja experiência copa realmente não entendo,2026-03-26 19:04:33,,"foi, um, dos, que, no, ele, ele, tem, em, eu, isso"
Flamengo,manaus vai ficar biruta lalala,@joaomoreiramnz,luís henrique flamengo questão urgência,2026-03-26 19:04:33,,"no, é, de"
Vasco,yan ✠,@yandovasco,vini selecao eh msm coisa loide pro vasco,2026-03-26 19:04:33,,"na, a, que, o, foi"
Flamengo,fataxzin,@fataxgoat,"ainda bem q sou flamengo, depender brasil p feliz difícil",2026-03-26 19:04:33,,"eu, do, ser, ta"
Santos,Flaniverso | Espaço Rubro Negro,@FlaniversoERN,só sei andrey santos casemiro não dá mais,2026-03-26 19:04:33,,"que, e"
Santos,Diegoo,@Diiegorai,vinijr seleção guilherme santos,2026-03-26 19:04:33,,"na, é, o, no"
São Paulo,JP.,@joaogs01,as atuações vinicius junior seleção brasileira são piores as ferreirinha são paulo. horror.,2026-03-26 19:04:33,,"do, na, que, do, no, que"
Fluminense,Sobrinho do Zubeldia,@ffcpioneiro1902,nem soteldo pelo fluminense fez jogo tão inútil quanto vini jr hoje pela seleção,2026-03-26 19:04:33,,"o, um, o"
Santos,Fla Buteco,@FlaButeco_,"wesley, bremer léo pereira, copa mundo neles!! alex sandro pode ficar tranquilo pq mil vezes melhor douglas santos",2026-03-26 19:04:33,,"e, do, e, o, ele, é, que, o"
Flamengo,Anderson,@ajas10,"jogador formado flamengo seleção eh aí desde sempre !!! jogam nada, quando não entregam !!",2026-03-26 19:04:33,,"no, e, isso, isso"
Flamengo,Moises Viana,@moisespsviana,flamengo tiver,2026-03-26 19:04:33,,se
Internacional,Marcus Vinícius Garcia,@marcusfgarcia,"dito isso, melhor todos os volantes internacional.",2026-03-26 19:04:33,,"ele, é, que, do"
Flamengo,ernesto,@PedroErnesto06,quando flamengo comprar cara aqui fudeu,2026-03-26 19:04:33,,"o, esse"
Flamengo,tutu,@two_a04,aqui passa até mal não falar flamengo,2026-03-26 19:04:33,,"esse, se, de"
Cruzeiro,Political Refugee,@p_refugee,atletico cruzeiro,2026-03-26 19:04:33,,e
Flamengo,@Miihgsantos,·,"bh, pedro, pulgar, carrascal, jorginho. ou melhor toda seleção flamengo",2026-03-26 19:05:33,,"a, do"
Santos,Funcionária da Lua,@MaxDenki,"mas afundou santos últimos 3 jogos, copa mundo não contra juventude rebaixado",2026-03-26 19:04:33,,"ele, tá, o, a, do, é, o"
Fluminense,FLU-VERDADE,@VerdadeFlu,clube não queria deixar vasco jogar? fluminense até emprestar estádio pra merda fez. ahh todos os clubes liga exigiram cumprimento regulamento impedia jogadores fossem pagos? ahh,2026-03-26 19:04:33,,"que, que, o, o, essa, o, de, uma, que, o, de, um, que, que"
Flamengo,g,@ggiagiox,"isso, arabia ou palmeiras flamengo kkkkkkkk melhor pl mesmo",2026-03-26 19:04:33,,"é, e"
Internacional,Gabriel Abi Ramia → tubespark.ai,@gabrielabiramia,"rubio mandou real: estreito ormuz, onde passa 20% petróleo mundial, só instável porque irã ameaça fechar rota pra pressionar ocidente. hipocrisia gritante — os mesmos países gritam ""direito internacional"" ficam silêncio quando teerã ameaça",2026-03-26 19:04:33,,"a, o, de, por, do, é, o, a, o, a, é, que, em"
Corinthians,maria o ornitorrinco,@mariarolagrossa,corinthians joga mais bonito,2026-03-26 19:04:33,,o
Santos,@predestined___7,·,atleta douglas santos irrita,2026-03-26 19:05:33,,o
Flamengo,L.Andrade'99,@andradeleonard8,flamengo precisa contratar luiz henrique,2026-03-26 19:04:33,,esse
Flamengo,Paulo,@PauloRe48811361,"matheus cunha, esses laterais. zagueiro flamengo ruim demais mesmo chamaria endrik também. vini júnior, só passa pé cima bola. enfeita demais neymar acho vai. seleção não meia estevão faz, muita falta também concordo, esses você citou pra ir!",2026-03-26 19:04:33,,"esse, eu, o, em, da, que, tem, com, que"
Flamengo,haly,@halymarinho,incrível nada vindo flamengo dá certo seleção,2026-03-26 19:04:33,,"que, do, na"
Palmeiras,Brunorescio,@brunorescioo,dez seleção sendo vini jr = dez palmeiras sendo rony,2026-03-26 19:04:33,,"da, o, do, o"
Flamengo,Duda TETRA E ENEAᶜʳᶠ,@dudafrancacrf,ainda bem minha seleção flamengo,2026-03-26 19:04:33,,"que, a, é, o"
Santos,samuel ramos CRF,@samuelramo86,santos,2026-03-26 19:04:33,,"por, isso, tá, no"
Santos,Ramon Taffarel,@ramon_taffarel,tiraria rivaldo colocaria nilton santos,2026-03-26 19:04:33,,e
Santos,Robin.souzza05,@Robinhosouzza5,cunha for convocado mais léo pereira douglas santos pra acabar,2026-03-26 19:04:33,,"se, esse, e, é"
Palmeiras,K1nhooW,@K1nhooWR6,"chega olha gol merda perdeu kkkkkkkkkkkkk furou bola sozinha, 10 maior seleção mundo, me sinto vendo rony palmeiras novamente bizarro",2026-03-26 19:04:33,,"o, que, esse, ele, a, o, da, do, o, no, que"
Corinthians,Gazeta Esportiva,@gazetaesportiva,lingard aparece bid fica livre estrear pelo corinthians,2026-03-26 19:04:33,GazetaEsportiva,"no, e, para"
Flamengo,Iago,@Iago22221,"não bagre seleção não prr, só pq flamengo, vai tomar cu vinícius júnior",2026-03-26 19:04:33,,"ele, é, na, é, ele, ele, é, do, no"
Flamengo,clara.,@gwbgol,aparentemente vamos ver flamengo hexa antes brasil,2026-03-26 19:04:33,,"o, ser, do"
Internacional,BC Ofertas,@bcofertas,"br ofertas todos os dias abaixo média: -r$ 241,10 melhor janela preço agora vale correr! pegue já: … r$ até 10x juros asrock placa mãe micro atx z890m riptide wifi 6e lga1851 ddr5 256gb 9066mhz | internacional",2026-03-26 19:04:33,,"da, de, por, em, sem"
Santos,LIL NOTTI,@NOTTI_MC,douglas santos nao jogador seleção… maluco todo duro,2026-03-26 19:04:33,,"é, de"
